"Date","Open","High","Low","Close","Adj_Close","Volume"
2010-06-29,0.00771825695796479,0.0224408824511052,0.00702582510802927,0.0219122426868906,0.0219122426868906,93831500
2010-06-30,0.0260423705050211,0.036972493309527,0.0228339316010951,0.0217497291440953,0.0217497291440953,85935500
2010-07-01,0.0239104044222266,0.0249075027444167,0.0145182089146386,0.0166847237269773,0.0166847237269773,41094000
2010-07-02,0.0185130219341393,0.0173467753236142,0.0102368467394333,0.00920910075839653,0.00920910075839653,25699000
2010-07-06,0.0104169482020084,0.00903533737876042,0.00233279349290034,0.000839653304442035,0.000839653304442035,34334500
2010-07-07,0.00070165972345134,0,0,0,0,34608500
2010-07-08,0,0.00238618702287738,0.00161923313036612,0.00449620801733478,0.00449620801733478,38557000
2010-07-09,0.00388611539142283,0.00340500844837559,0.00430880680453357,0.00433369447453954,0.00433369447453954,20253000
2010-07-12,0.00488463115171897,0.00386079698083531,0.00554381512430434,0.00338569880823402,0.00338569880823402,11012500
2010-07-13,0.00337336405505454,0.00538902911908262,0.00526936883102195,0.00633802816901408,0.00633802816901408,13400500
2010-07-14,0.00485764423927854,0.00943750373093076,0.00762960695325053,0.0109425785482123,0.0109425785482123,20976000
2010-07-15,0.0102550267273658,0.0130570009004639,0.0110327409899522,0.0110780065005417,0.0110780065005417,18699000
2010-07-16,0.012306032072839,0.0125207790975701,0.0139144270694173,0.0131094257854821,0.0131094257854821,13106500
2010-07-19,0.0141141552063482,0.0150678326613156,0.0163021098209742,0.0165492957746479,0.0165492957746479,12432500
2010-07-20,0.0154095270034891,0.013995389055528,0.0139144270694173,0.0121885157096425,0.0121885157096425,9126500
2010-07-21,0.0121980844230772,0.0114483354917825,0.0124049724563642,0.0119718309859155,0.0119718309859155,6262500
2010-07-22,0.0117662938240302,0.0123867236468466,0.014792655207921,0.0140845070422535,0.0140845070422535,4789000
2010-07-23,0.0136283907824204,0.013217867441332,0.0166863346315695,0.0148699891657638,0.0148699891657638,3268000
2010-07-26,0.0144649850680739,0.0130570009004639,0.0146005428026233,0.0139490790899242,0.0139490790899242,4611000
2010-07-27,0.0128727572340881,0.0121990460158338,0.0144907642853104,0.0128656554712893,0.0128656554712893,3098500
2010-07-28,0.0119012283862324,0.0114483354917825,0.0151768800185163,0.0133261105092091,0.0133261105092091,2336000
2010-07-29,0.012494940459922,0.0113947133114931,0.0137772039227761,0.0123239436619718,0.0123239436619718,3080000
2010-07-30,0.0109566864508172,0.0102150253451268,0.0125421956030054,0.0112134344528711,0.0112134344528711,2134500
2010-08-02,0.0117662938240302,0.0116360131227953,0.014682876690608,0.0138678223185265,0.0138678223185265,3590500
2010-08-03,0.0131156394460521,0.0142634999569749,0.0160276635276918,0.0166576381365114,0.0166576381365114,6152500
2010-08-04,0.0156793961278935,0.0148801550303028,0.0161099974156765,0.0147887323943662,0.0147887323943662,4565000
2010-08-05,0.0145729327178356,0.0131910563511873,0.0139144270694173,0.0125947995666305,0.0125947995666305,3981000
2010-08-06,0.0106868173264128,0.00946431482107545,0.0124598617150206,0.0102654387865655,0.0102654387865655,3709500
2010-08-09,0.0101470790776041,0.00898171519847104,0.012267749309723,0.0102925243770314,0.0102925243770314,4063500
2010-08-10,0.00947240626659315,0.00809694922369628,0.0105387376620439,0.00874864572047671,0.00874864572047671,6406500
2010-08-11,0.00688166267231126,0.00603249528255517,0.00787660861720468,0.00568797399783315,0.00568797399783315,3988000
2010-08-12,0.00447982746511243,0.00340500844837559,0.00661415566810568,0.00487540628385699,0.00487540628385699,3455000
2010-08-13,0.00550533013784901,0.00487961840633352,0.00735516065996814,0.00682556879739978,0.00682556879739978,3170000
2010-08-16,0.00623397677374079,0.00581800656139765,0.0090018384196625,0.0080715059588299,0.0080715059588299,2429000
2010-08-17,0.00761030930820304,0.00742667197007903,0.0104289591447309,0.00907367280606717,0.00907367280606717,2239500
2010-08-18,0.00931048479195054,0.00793608268282814,0.00993495581682264,0.00804442036836403,0.00804442036836403,3006500
2010-08-19,0.00647685898570472,0.00702450561790869,0.00919395082496017,0.00809859154929577,0.00809859154929577,2895500
2010-08-20,0.00677371502254952,0.00664915035588304,0.00968795415286848,0.00893824485373781,0.00893824485373781,1480000
2010-08-23,0.00796113916992872,0.0100809698944033,0.0110327409899522,0.0117280606717226,0.0117280606717226,5440500
2010-08-24,0.0083929297689757,0.00825781576456442,0.010895517843311,0.00920910075839653,0.00920910075839653,3365500
2010-08-25,0.00815004755701177,0.00898171519847104,0.00982517729950968,0.0111050920910076,0.0111050920910076,2516500
2010-08-26,0.0101200921651636,0.00975923681266704,0.0126794187496466,0.0106988082340195,0.0106988082340195,2169000
2010-08-27,0.00974227539099752,0.00868679320687945,0.0124049724563642,0.0105633802816901,0.0105633802816901,1898000
2010-08-30,0.00960734082879533,0.00954474809150952,0.0127068633789748,0.01102383531961,0.01102383531961,3664000
2010-08-31,0.00949939317903359,0.00847230448572193,0.0119384137577841,0.00996749729144095,0.00996749729144095,1005500
2010-09-01,0.00939144552927184,0.010885302598744,0.0126794187496466,0.0125947995666305,0.0125947995666305,2474500
2010-09-02,0.0114154639623046,0.0123599125567019,0.0146279874319516,0.0142470205850487,0.0142470205850487,2435500
2010-09-03,0.0127648095843264,0.0125207790975701,0.0155885494584399,0.0142199349945829,0.0142199349945829,2173000
2010-09-07,0.012063149860875,0.0117164463932294,0.0151494353891881,0.0128385698808234,0.0128385698808234,1217000
2010-09-08,0.0121980844230772,0.0115823909425059,0.0154238816824705,0.0138136511375948,0.0138136511375948,1442000
2010-09-09,0.0131156394460521,0.0118505018439528,0.0156708833464246,0.0132990249187432,0.0132990249187432,1881000
2010-09-10,0.0124409666350412,0.0115287687622166,0.0131185328188984,0.0118364030335861,0.0118364030335861,1933000
2010-09-13,0.0128187834092073,0.0114483354917825,0.0151494353891881,0.0133261105092091,0.0133261105092091,1804000
2010-09-14,0.011874241473792,0.0133251118019108,0.0152317692771728,0.014409534127844,0.014409534127844,3273500
2010-09-15,0.0130616656211712,0.0143975554076984,0.015945329639707,0.016738894907909,0.016738894907909,3423000
2010-09-16,0.0162191343767022,0.0175076418644823,0.0160825527863482,0.0139219934994583,0.0139219934994583,13422500
2010-09-17,0.0131696132709329,0.0125744012778595,0.0132283113362113,0.0119989165763814,0.0119989165763814,5992500
2010-09-20,0.0122250713355177,0.0126548345482935,0.014216317992028,0.0142470205850487,0.0142470205850487,4737500
2010-09-21,0.0128187834092073,0.0131910563511873,0.0156159940877682,0.0134615384615385,0.0134615384615385,3980000
2010-09-22,0.0127648095843264,0.0115823909425059,0.0132283113362113,0.01102383531961,0.01102383531961,4814500
2010-09-23,0.0101200921651636,0.00941069264078606,0.0124049724563642,0.0101841820151679,0.0101841820151679,3340500
2010-09-24,0.0102820136398062,0.00954474809150952,0.0128166418962878,0.011646803900325,0.011646803900325,2894500
2010-09-27,0.0114964246996259,0.0112070356804803,0.0139144270694173,0.0128114842903575,0.0128114842903575,2093000
2010-09-28,0.0132235870958138,0.0130301898103192,0.0158629957517223,0.0151679306608884,0.0151679306608884,6072500
2010-09-29,0.0136283907824204,0.0144779886781324,0.0168784470368672,0.016738894907909,0.016738894907909,9846500
2010-09-30,0.0158143306900957,0.0147997217598687,0.0142986518800127,0.0124864572047671,0.0124864572047671,10979000
